"CommHouse","Date","Time","Type","Action","LastName","FirstName","MiddleName","Position","Term","Resides_At","ModDate"
"SJU","3/24/2025","11:00 AM","Meeting","Considered","Ryan","Susan"," ","to be a member of the Historic Sites Council","to replace Constance Greiff, for the term prescribed by law, currently set to expire March 14, 2027.","Cranbury",3/18/2025 0:00:00
"SJU","5/29/2025","10:00 AM","Meeting","Interviewed","Sage","Matthew","R.","to be a Judge of the Superior Court","to succeed Rochelle Gizinski, following her retirement, for the term prescribed by law.","Toms River",5/27/2025 0:00:00
"S","5/29/2025","12:00 PM","Quorum","Reported From Committee","Sage","Matthew","R.","to be a Judge of the Superior Court","to succeed Rochelle Gizinski, following her retirement, for the term prescribed by law.","Toms River",5/29/2025 0:00:00
"S","6/2/2025","11:00 AM","Session","Advise and Consent","Sage","Matthew","R.","to be a Judge of the Superior Court","to succeed Rochelle Gizinski, following her retirement, for the term prescribed by law.","Toms River",6/2/2025 0:00:00
"S","6/13/2024","12:00 PM","Quorum","Referred To Committee","Sage","Matthew","R.","to be a Judge of the Superior Court","to succeed Rochelle Gizinski, following her retirement, for the term prescribed by law.","Toms River",6/13/2024 0:00:00
"S","3/18/2024","11:00 AM","Session","Advise and Consent","Salermo","Raphael"," ","to be a member of the New Jersey City University Board of Trustees","to succeed Rafael Perez, for the term prescribed by law, currently set to expire June 30, 2029.","Warren",3/18/2024 0:00:00
"S","3/14/2024","12:00 PM","Quorum","Reported From Committee","Salermo","Raphael"," ","to be a member of the New Jersey City University Board of Trustees","to succeed Rafael Perez, for the term prescribed by law, currently set to expire June 30, 2029.","Warren",3/14/2024 0:00:00
"S","1/25/2024","12:00 PM","Quorum","Referred To Committee","Salermo","Raphael"," ","to be a member of the New Jersey City University Board of Trustees","to succeed Rafael Perez, for the term prescribed by law, currently set to expire June 30, 2029.","Warren",1/25/2024 0:00:00
"S","11/20/2025","12:00 PM","Quorum","Referred To Committee","Salermo","Raphael"," ","to be a member of the New Jersey Turnpike Authority","to succeed himself, for the term prescribed by law.","Warren",11/20/2025 0:00:00
"SJU","12/22/2025","10:00 AM","Meeting","Interviewed","Salermo","Raphael"," ","to be a member of the New Jersey Turnpike Authority","to succeed himself, for the term prescribed by law.","Warren",12/19/2025 0:00:00
"SJU","3/14/2024","10:00 AM","Meeting","Considered","Salermo","Raphael"," ","to be a member of the New Jersey City University Board of Trustees","to succeed Rafael Perez, for the term prescribed by law, currently set to expire June 30, 2029.","Warren",3/13/2024 0:00:00
"S","12/22/2025","01:00 PM","Session","Advise and Consent","Salermo","Raphael"," ","to be a member of the New Jersey Turnpike Authority","to succeed himself, for the term prescribed by law.","Warren",12/22/2025 0:00:00
"S","12/22/2025","01:00 PM","Session","Reported From Committee","Salermo","Raphael"," ","to be a member of the New Jersey Turnpike Authority","to succeed himself, for the term prescribed by law.","Warren",12/22/2025 0:00:00
"S","12/16/2024","12:00 PM","Quorum","Referred To Committee","Salmon","Scott"," ","to be a member of the Board of the Higher Education Student Assistance Authority","to succeed himself, for the term prescribed by law, currently set to expire July 1, 2028.","Scotch Plains",12/16/2024 0:00:00
"S","3/18/2024","11:00 AM","Session","Referred To Committee","Salters","Antonio"," ","to be a member of the State Parole Board","to replace John Paitakes, for the term prescribed by law, currently set to expire July 1, 2029.","Hillside",3/18/2024 0:00:00
"S","11/20/2025","12:00 PM","Quorum","Referred To Committee","Salva","Lawrence"," ","to be a member of the Rowan University Board of Trustees","to succeed himself, for the term prescribed by law.","Philadelphia, PA",11/20/2025 0:00:00
"S","1/12/2026","12:00 PM","Session","Reported From Committee","Salva","Lawrence"," ","to be a member of the Rowan University Board of Trustees","to succeed himself, for the term prescribed by law.","Philadelphia, PA",1/12/2026 0:00:00
"S","1/12/2026","12:00 PM","Session","Advise and Consent","Salva","Lawrence"," ","to be a member of the Rowan University Board of Trustees","to succeed himself, for the term prescribed by law.","Philadelphia, PA",1/12/2026 0:00:00
"SJU","1/12/2026","10:00 AM","Meeting","Considered","Salva","Lawrence"," ","to be a member of the Rowan University Board of Trustees","to succeed himself, for the term prescribed by law.","Philadelphia, PA",1/9/2026 0:00:00
"SJU","12/15/2025","10:00 AM","Meeting","Considered","Salvatore","Stephanie"," ","to be the Gloucester County Superintendent of Elections","to succeed herself, for the term prescribed by law.","Paulsboro",12/11/2025 0:00:00
"S","12/18/2025","01:00 PM","Session","Advise and Consent","Salvatore","Stephanie"," ","to be the Gloucester County Superintendent of Elections","to succeed herself, for the term prescribed by law.","Paulsboro",12/18/2025 0:00:00
"S","12/4/2025","12:00 AM","Quorum","Referred To Committee","Salvatore","Stephanie"," ","to be the Gloucester County Superintendent of Elections","to succeed herself, for the term prescribed by law.","Paulsboro",12/4/2025 0:00:00
"S","12/15/2025","12:00 AM","Quorum","Reported From Committee","Salvatore","Stephanie"," ","to be the Gloucester County Superintendent of Elections","to succeed herself, for the term prescribed by law.","Paulsboro",12/15/2025 0:00:00
"S","6/13/2024","12:00 PM","Quorum","Referred To Committee","Sanchez","Ana"," ","to be a member of the New Jersey Historic Trust","to replace Meme Omogbai, for the term prescribed by law, currently set to expire July 31, 2025.","Hoboken",6/13/2024 0:00:00
"S","12/15/2025","12:00 AM","Quorum","Reported From Committee","Sarinelli","Raymond"," ","to be a member of the Fish and Game Council","to replace Agust Gudmundsson, for the term prescribed by law.","Rockaway",12/15/2025 0:00:00
"S","12/8/2025","12:00 AM","Quorum","Referred To Committee","Sarinelli","Raymond"," ","to be a member of the Fish and Game Council","to replace Agust Gudmundsson, for the term prescribed by law.","Rockaway",12/8/2025 0:00:00
"S","12/18/2025","01:00 PM","Session","Advise and Consent","Sarinelli","Raymond"," ","to be a member of the Fish and Game Council","to replace Agust Gudmundsson, for the term prescribed by law.","Rockaway",12/18/2025 0:00:00
"SJU","12/15/2025","10:00 AM","Meeting","Considered","Sarinelli","Raymond"," ","to be a member of the Fish and Game Council","to replace Agust Gudmundsson, for the term prescribed by law.","Rockaway",12/11/2025 0:00:00
"SJU","1/8/2026","10:00 AM","Meeting","Considered","Sassaman","Harry"," ","to be a member of the Board of Examiners of Electrical Contractors","to replace Anthony Anzelone, for the term prescribed by law, currently set to expire July 1, 2027.","South River",1/6/2026 0:00:00
"S","12/18/2025","01:00 PM","Session","Referred To Committee","Sassaman","Harry"," ","to be a member of the Board of Examiners of Electrical Contractors","to replace Anthony Anzelone, for the term prescribed by law, currently set to expire July 1, 2027.","South River",12/18/2025 0:00:00
"S","1/8/2026","12:00 PM","Quorum","Reported From Committee","Sassaman","Harry"," ","to be a member of the Board of Examiners of Electrical Contractors","to replace Anthony Anzelone, for the term prescribed by law, currently set to expire July 1, 2027.","South River",1/8/2026 0:00:00
"S","1/12/2026","12:00 PM","Session","Advise and Consent","Sassaman","Harry"," ","to be a member of the Board of Examiners of Electrical Contractors","to replace Anthony Anzelone, for the term prescribed by law, currently set to expire July 1, 2027.","South River",1/12/2026 0:00:00
"S","11/20/2025","12:00 PM","Quorum","Referred To Committee","Schaffer","Marguerite"," ","to be a member of the State Parole Board","to replace Julio Marenco, for the term prescribed by law.","Bedminster",11/20/2025 0:00:00
"S","11/20/2025","12:00 PM","Quorum","Referred To Committee","Schlussel","David"," ","to be a member of the Ramapo College of New Jersey - Board of Trustees","to succeed himself, for the term prescribed by law.","Teaneck",11/20/2025 0:00:00
"S","12/22/2025","01:00 PM","Session","Reported From Committee","Schlussel","David"," ","to be a member of the Ramapo College of New Jersey - Board of Trustees","to succeed himself, for the term prescribed by law.","Teaneck",12/22/2025 0:00:00
"S","12/22/2025","01:00 PM","Session","Advise and Consent","Schlussel","David"," ","to be a member of the Ramapo College of New Jersey - Board of Trustees","to succeed himself, for the term prescribed by law.","Teaneck",12/22/2025 0:00:00
"SJU","12/22/2025","10:00 AM","Meeting","Considered","Schlussel","David"," ","to be a member of the Ramapo College of New Jersey - Board of Trustees","to succeed himself, for the term prescribed by law.","Teaneck",12/19/2025 0:00:00
"SJU","12/22/2025","10:00 AM","Meeting","Interviewed","Schneider","Walter","H.","to be a Judge of the Division of Workers' Compensation","for the term prescribed by law.","Kearny",12/20/2025 0:00:00
"S","12/22/2025","01:00 PM","Session","Advise and Consent","Schneider","Walter","H.","to be a Judge of the Division of Workers' Compensation","for the term prescribed by law.","Kearny",12/22/2025 0:00:00
"S","12/22/2025","01:00 PM","Session","Reported From Committee","Schneider","Walter","H.","to be a Judge of the Division of Workers' Compensation","for the term prescribed by law.","Kearny",12/22/2025 0:00:00
"S","12/11/2025","12:00 AM","Quorum","Referred To Committee","Schneider","Walter","H.","to be a Judge of the Division of Workers' Compensation","for the term prescribed by law.","Kearny",12/11/2025 0:00:00
"S","12/18/2025","01:00 PM","Session","Referred To Committee","Schott","Francis"," ","to be a member of the Board of Examiners of Electrical Contractors","to replace Susan Michielli, for the term prescribed by law.","Jersey City",12/18/2025 0:00:00
"SJU","6/26/2025","10:00 AM","Meeting","Interviewed","Sciarrotta","Marita"," ","to be the Director of the Division of Taxation","to replace Michael J. Bryan, for the term prescribed by law, serving during the term of office of the appointing Governor.","West Trenton",6/19/2025 0:00:00
"S","6/30/2025","11:00 AM","Session","Advise and Consent","Sciarrotta","Marita"," ","to be the Director of the Division of Taxation","to replace Michael J. Bryan, for the term prescribed by law, serving during the term of office of the appointing Governor.","West Trenton",6/30/2025 0:00:00
"S","6/26/2025","12:00 PM","Quorum","Reported From Committee","Sciarrotta","Marita"," ","to be the Director of the Division of Taxation","to replace Michael J. Bryan, for the term prescribed by law, serving during the term of office of the appointing Governor.","West Trenton",6/26/2025 0:00:00
"S","11/18/2024","12:00 PM","Quorum","Referred To Committee","Sciarrotta","Marita"," ","to be the Director of the Division of Taxation","to replace Michael J. Bryan, for the term prescribed by law, serving during the term of office of the appointing Governor.","West Trenton",11/18/2024 0:00:00
"S","10/28/2024","02:00 PM","Session","Referred To Committee","Scully","Claire"," ","to be a Judge of the Superior Court","to succeed David R. Bauman, following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Howell",10/28/2024 0:00:00
"S","2/25/2025","01:00 PM","Session","Advise and Consent","Scully","Claire"," ","to be a Judge of the Superior Court","to succeed David R. Bauman, following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Howell",2/25/2025 0:00:00
"S","2/25/2025","01:00 PM","Session","Reported From Committee","Scully","Claire"," ","to be a Judge of the Superior Court","to succeed David R. Bauman, following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Howell",2/25/2025 0:00:00
"SJU","2/25/2025","11:30 AM","Meeting","Interviewed","Scully","Claire"," ","to be a Judge of the Superior Court","to succeed David R. Bauman, following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Howell",2/18/2025 0:00:00
"S","12/18/2025","01:00 PM","Session","Advise and Consent","Sebastiani","Lou"," ","to be a member of the Gloucester County Board of Taxation","to succeed himself, for the term prescribed by law.","Swedesboro",12/18/2025 0:00:00
"SJU","12/15/2025","10:00 AM","Meeting","Considered","Sebastiani","Lou"," ","to be a member of the Gloucester County Board of Taxation","to succeed himself, for the term prescribed by law.","Swedesboro",12/11/2025 0:00:00
"S","12/4/2025","12:00 AM","Quorum","Referred To Committee","Sebastiani","Lou"," ","to be a member of the Gloucester County Board of Taxation","to succeed himself, for the term prescribed by law.","Swedesboro",12/4/2025 0:00:00
"S","12/15/2025","12:00 AM","Quorum","Reported From Committee","Sebastiani","Lou"," ","to be a member of the Gloucester County Board of Taxation","to succeed himself, for the term prescribed by law.","Swedesboro",12/15/2025 0:00:00
"S","12/8/2025","12:00 AM","Quorum","Referred To Committee","Seborowski","Raymond"," ","to be a member of the Fish and Game Council","to replace Joseph De Martino, for the term prescribed by law.","Howell",12/8/2025 0:00:00
"S","11/20/2025","12:00 PM","Quorum","Referred To Committee","Seeve","Michael"," ","to be a member of the William Paterson University of New Jersey - Board of Trustees","to succeed himself, for the term prescribed by law.","Upper Montclair",11/20/2025 0:00:00
"SJU","12/22/2025","10:00 AM","Meeting","Considered","Seeve","Michael"," ","to be a member of the William Paterson University of New Jersey - Board of Trustees","to succeed himself, for the term prescribed by law.","Upper Montclair",12/19/2025 0:00:00
"S","12/22/2025","01:00 PM","Session","Advise and Consent","Seeve","Michael"," ","to be a member of the William Paterson University of New Jersey - Board of Trustees","to succeed himself, for the term prescribed by law.","Upper Montclair",12/22/2025 0:00:00
"S","12/22/2025","01:00 PM","Session","Reported From Committee","Seeve","Michael"," ","to be a member of the William Paterson University of New Jersey - Board of Trustees","to succeed himself, for the term prescribed by law.","Upper Montclair",12/22/2025 0:00:00
"S","1/8/2026","12:00 PM","Quorum","Reported From Committee","Serrano","Sylvana"," ","to be a member of the State Board of Polysomnography","to replace Michael Lahey, for the term prescribed by law, currently set to expire November 29, 2026.","Cliffside Park",1/8/2026 0:00:00
"S","1/12/2026","12:00 PM","Session","Advise and Consent","Serrano","Sylvana"," ","to be a member of the State Board of Polysomnography","to replace Michael Lahey, for the term prescribed by law, currently set to expire November 29, 2026.","Cliffside Park",1/12/2026 0:00:00
"SJU","1/8/2026","10:00 AM","Meeting","Considered","Serrano","Sylvana"," ","to be a member of the State Board of Polysomnography","to replace Michael Lahey, for the term prescribed by law, currently set to expire November 29, 2026.","Cliffside Park",12/30/2025 0:00:00
"S","6/12/2025","12:00 PM","Quorum","Referred To Committee","Serrano","Sylvana"," ","to be a member of the State Board of Polysomnography","to replace Michael Lahey, for the term prescribed by law, currently set to expire November 29, 2026.","Cliffside Park",6/12/2025 0:00:00
"S","12/19/2024","02:00 PM","Session","Advise and Consent","Sethi Kareer","Reema"," ","to be a Judge of the Superior Court","to succeed Julie M. Marino, following her retirement, for the term prescribed by law, ending 7  years from the date of appointment.","Bridgewater",12/19/2024 0:00:00
"S","12/16/2024","12:00 PM","Quorum","Reported From Committee","Sethi Kareer","Reema"," ","to be a Judge of the Superior Court","to succeed Julie M. Marino, following her retirement, for the term prescribed by law, ending 7  years from the date of appointment.","Bridgewater",12/16/2024 0:00:00
"S","3/18/2024","11:00 AM","Session","Referred To Committee","Sethi Kareer","Reema"," ","to be a Judge of the Superior Court","to succeed Julie M. Marino, following her retirement, for the term prescribed by law, ending 7  years from the date of appointment.","Bridgewater",3/18/2024 0:00:00
"SJU","12/16/2024","10:00 AM","Meeting","Interviewed","Sethi Kareer","Reema"," ","to be a Judge of the Superior Court","to succeed Julie M. Marino, following her retirement, for the term prescribed by law, ending 7  years from the date of appointment.","Bridgewater",12/9/2024 0:00:00
"S","1/12/2026","12:00 PM","Session","Advise and Consent","Shah","Dhiraj"," ","to be a member of the New Jersey Institute of Technology University Board of Trustees","to succeed himself, for the term prescribed by law, currently set to expire June 30, 2027.","Morristown",1/12/2026 0:00:00
"S","1/8/2026","12:00 PM","Quorum","Reported From Committee","Shah","Dhiraj"," ","to be a member of the New Jersey Institute of Technology University Board of Trustees","to succeed himself, for the term prescribed by law, currently set to expire June 30, 2027.","Morristown",1/8/2026 0:00:00
"SJU","1/8/2026","10:00 AM","Meeting","Considered","Shah","Dhiraj"," ","to be a member of the New Jersey Institute of Technology University Board of Trustees","to succeed himself, for the term prescribed by law, currently set to expire June 30, 2027.","Morristown",1/6/2026 0:00:00
"S","12/8/2025","12:00 AM","Quorum","Referred To Committee","Shah","Dhiraj"," ","to be a member of the New Jersey Institute of Technology University Board of Trustees","to succeed himself, for the term prescribed by law, currently set to expire June 30, 2027.","Morristown",12/8/2025 0:00:00
"S","5/29/2025","12:00 PM","Quorum","Reported From Committee","Shain","Adam"," ","to be a member of the New Jersey Institute of Technology Board of Trustees","to replace Kuo-Lin Hu, for the term prescribed by law, currently set to expire June 30, 2026.","Bernardsville",5/29/2025 0:00:00
"S","5/12/2025","12:00 PM","Quorum","Referred To Committee","Shain","Adam"," ","to be a member of the New Jersey Institute of Technology Board of Trustees","to replace Kuo-Lin Hu, for the term prescribed by law, currently set to expire June 30, 2026.","Bernardsville",5/12/2025 0:00:00
"S","6/2/2025","11:00 AM","Session","Advise and Consent","Shain","Adam"," ","to be a member of the New Jersey Institute of Technology Board of Trustees","to replace Kuo-Lin Hu, for the term prescribed by law, currently set to expire June 30, 2026.","Bernardsville",6/2/2025 0:00:00
"SJU","5/29/2025","10:00 AM","Meeting","Considered","Shain","Adam"," ","to be a member of the New Jersey Institute of Technology Board of Trustees","to replace Kuo-Lin Hu, for the term prescribed by law, currently set to expire June 30, 2026.","Bernardsville",5/29/2025 0:00:00
"SJU","1/8/2026","10:00 AM","Meeting","Interviewed","Shapiro","Lawrence","H.","to be a Judge of the Superior Court","to succeed the Honorable Richard W. English, J.S.C., following his retirement, for the term prescribed by law.","West Long Branch",1/6/2026 0:00:00
"S","1/8/2026","12:00 PM","Quorum","Reported From Committee","Shapiro","Lawrence","H.","to be a Judge of the Superior Court","to succeed the Honorable Richard W. English, J.S.C., following his retirement, for the term prescribed by law.","West Long Branch",1/8/2026 0:00:00
"S","1/12/2026","12:00 PM","Session","Advise and Consent","Shapiro","Lawrence","H.","to be a Judge of the Superior Court","to succeed the Honorable Richard W. English, J.S.C., following his retirement, for the term prescribed by law.","West Long Branch",1/12/2026 0:00:00
"S","12/11/2025","12:00 AM","Quorum","Referred To Committee","Shapiro","Lawrence","H.","to be a Judge of the Superior Court","to succeed the Honorable Richard W. English, J.S.C., following his retirement, for the term prescribed by law.","West Long Branch",12/11/2025 0:00:00
"S","3/18/2024","11:00 AM","Session","Referred To Committee","Shapiro","Louis","Charles","to be a Judge of the Superior Court","to succeed Richard J. Geiger, following his retirement, for the term prescribed by law, ending 7  years from the date of appointment.","Vineland",3/18/2024 0:00:00
"S","6/28/2024","02:00 PM","Session","Reported From Committee","Shapiro","Louis","Charles","to be a Judge of the Superior Court","to succeed Richard J. Geiger, following his retirement, for the term prescribed by law, ending 7  years from the date of appointment.","Vineland",6/28/2024 0:00:00
"S","6/28/2024","02:00 PM","Session","Advise and Consent","Shapiro","Louis","Charles","to be a Judge of the Superior Court","to succeed Richard J. Geiger, following his retirement, for the term prescribed by law, ending 7  years from the date of appointment.","Vineland",6/28/2024 0:00:00
"SJU","6/28/2024","11:30 AM","Meeting","Interviewed","Shapiro","Louis","Charles","to be a Judge of the Superior Court","to succeed Richard J. Geiger, following his retirement, for the term prescribed by law, ending 7  years from the date of appointment.","Vineland",6/19/2024 0:00:00
"SJU","6/28/2024","11:30 AM","Meeting","Interviewed","Shehata","Ahmed"," ","to be a member of the State Board of Education","to replace Fatimah Burman-Watkins, for the term prescribed by law, currently set to expire June 30, 2029.","Linden",6/27/2024 0:00:00
"S","6/28/2024","02:00 PM","Session","Advise and Consent","Shehata","Ahmed"," ","to be a member of the State Board of Education","to replace Fatimah Burman-Watkins, for the term prescribed by law, currently set to expire June 30, 2029.","Linden",6/28/2024 0:00:00
"S","6/28/2024","02:00 PM","Session","Reported From Committee","Shehata","Ahmed"," ","to be a member of the State Board of Education","to replace Fatimah Burman-Watkins, for the term prescribed by law, currently set to expire June 30, 2029.","Linden",6/28/2024 0:00:00
"S","6/20/2024","12:00 PM","Quorum","Referred To Committee","Shehata","Ahmed"," ","to be a member of the State Board of Education","to replace Fatimah Burman-Watkins, for the term prescribed by law, currently set to expire June 30, 2029.","Linden",6/20/2024 0:00:00
"S","6/13/2024","12:00 PM","Quorum","Reported From Committee","Sheppard","M. Susan"," ","to be a Judge of the Superior Court","to succeed herself, for the term prescribed by law, until reaching the age of 70 years.","Ocean City",6/13/2024 0:00:00
"S","6/28/2024","02:00 PM","Session","Advise and Consent","Sheppard","M. Susan"," ","to be a Judge of the Superior Court","to succeed herself, for the term prescribed by law, until reaching the age of 70 years.","Ocean City",6/28/2024 0:00:00
"S","3/18/2024","11:00 AM","Session","Referred To Committee","Sheppard","M. Susan"," ","to be a Judge of the Superior Court","to succeed herself, for the term prescribed by law, until reaching the age of 70 years.","Ocean City",3/18/2024 0:00:00
"SJU","6/13/2024","10:00 AM","Meeting","Interviewed","Sheppard","M. Susan"," ","to be a Judge of the Superior Court","to succeed herself, for the term prescribed by law, until reaching the age of 70 years.","Ocean City",5/31/2024 0:00:00
"SJU","12/16/2024","10:00 AM","Meeting","Considered","Shimko","Pamela"," ","to be a member of the Monmouth County Board of Taxation","to replace Clifford Moore III, for the term prescribed by law, currently set to expire May 1, 2025.","Wall Township",12/9/2024 0:00:00
"S","12/18/2025","01:00 PM","Session","Advise and Consent","Shimko","Pamela"," ","to be a member of the Monmouth County Board of Taxation","to succeed herself, for the term prescribed by law, currently set to expire May 1, 2030.","Wall Township",12/18/2025 0:00:00
"SJU","12/15/2025","10:00 AM","Meeting","Considered","Shimko","Pamela"," ","to be a member of the Monmouth County Board of Taxation","to succeed herself, for the term prescribed by law, currently set to expire May 1, 2030.","Wall Township",12/11/2025 0:00:00
"S","12/16/2024","12:00 PM","Quorum","Reported From Committee","Shimko","Pamela"," ","to be a member of the Monmouth County Board of Taxation","to replace Clifford Moore III, for the term prescribed by law, currently set to expire May 1, 2025.","Wall Township",12/16/2024 0:00:00
"S","12/19/2024","02:00 PM","Session","Advise and Consent","Shimko","Pamela"," ","to be a member of the Monmouth County Board of Taxation","to replace Clifford Moore III, for the term prescribed by law, currently set to expire May 1, 2025.","Wall Township",12/19/2024 0:00:00
"S","11/18/2024","12:00 PM","Quorum","Referred To Committee","Shimko","Pamela"," ","to be a member of the Monmouth County Board of Taxation","to replace Clifford Moore III, for the term prescribed by law, currently set to expire May 1, 2025.","Wall Township",11/18/2024 0:00:00
"S","12/15/2025","12:00 AM","Quorum","Reported From Committee","Shimko","Pamela"," ","to be a member of the Monmouth County Board of Taxation","to succeed herself, for the term prescribed by law, currently set to expire May 1, 2030.","Wall Township",12/15/2025 0:00:00
"S","6/12/2025","12:00 PM","Quorum","Referred To Committee","Shimko","Pamela"," ","to be a member of the Monmouth County Board of Taxation","to succeed herself, for the term prescribed by law, currently set to expire May 1, 2030.","Wall Township",6/12/2025 0:00:00
"S","12/1/2025","12:00 AM","Quorum","Reported From Committee","Shoemaker","Mark","B.","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law.","Mt. Royal",12/1/2025 0:00:00
"S","11/24/2025","12:00 PM","Quorum","Referred To Committee","Shoemaker","Mark","B.","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law.","Mt. Royal",11/24/2025 0:00:00
"SJU","12/1/2025","10:00 AM","Meeting","Interviewed","Shoemaker","Mark","B.","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law.","Mt. Royal",11/26/2025 0:00:00
"S","12/18/2025","01:00 PM","Session","Advise and Consent","Shoemaker","Mark","B.","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law.","Mt. Royal",12/18/2025 0:00:00
"S","1/8/2026","12:00 PM","Quorum","Reported From Committee","Shoffner","Caryl"," ","to be a member of the Delaware and Raritan Canal Commission","to succeed herself, for the term prescribed by law, currently set to expire March 12, 2029.","South Bound Brook",1/8/2026 0:00:00
"S","1/12/2026","12:00 PM","Session","Advise and Consent","Shoffner","Caryl"," ","to be a member of the Delaware and Raritan Canal Commission","to succeed herself, for the term prescribed by law, currently set to expire March 12, 2029.","South Bound Brook",1/12/2026 0:00:00
"SJU","1/8/2026","10:00 AM","Meeting","Considered","Shoffner","Caryl"," ","to be a member of the Delaware and Raritan Canal Commission","to succeed herself, for the term prescribed by law, currently set to expire March 12, 2029.","South Bound Brook",12/30/2025 0:00:00
"S","12/8/2025","12:00 AM","Quorum","Referred To Committee","Shoffner","Caryl"," ","to be a member of the Delaware and Raritan Canal Commission","to succeed herself, for the term prescribed by law, currently set to expire March 12, 2029.","South Bound Brook",12/8/2025 0:00:00
"S","12/18/2025","01:00 PM","Session","Reported From Committee","Silk","Allen"," ","to be a member of The College of New Jersey -  Board of Trustees","to succeed himself, for the term prescribed by law.","Sea Girt",12/18/2025 0:00:00
"S","11/20/2025","12:00 PM","Quorum","Referred To Committee","Silk","Allen"," ","to be a member of The College of New Jersey -  Board of Trustees","to succeed himself, for the term prescribed by law.","Sea Girt",11/20/2025 0:00:00
"SJU","12/18/2025","10:30 AM","Meeting","Considered","Silk","Allen"," ","to be a member of The College of New Jersey -  Board of Trustees","to succeed himself, for the term prescribed by law.","Sea Girt",12/16/2025 0:00:00
"S","12/22/2025","01:00 PM","Session","Advise and Consent","Silk","Allen"," ","to be a member of The College of New Jersey -  Board of Trustees","to succeed himself, for the term prescribed by law.","Sea Girt",12/22/2025 0:00:00
"SJU","6/13/2024","10:00 AM","Meeting","Interviewed","Silvanio","Michael","J.","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law, until reaching the age of 70 years.","Sewell",5/31/2024 0:00:00
"S","3/18/2024","11:00 AM","Session","Referred To Committee","Silvanio","Michael","J.","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law, until reaching the age of 70 years.","Sewell",3/18/2024 0:00:00
"S","6/28/2024","02:00 PM","Session","Advise and Consent","Silvanio","Michael","J.","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law, until reaching the age of 70 years.","Sewell",6/28/2024 0:00:00
"S","6/13/2024","12:00 PM","Quorum","Reported From Committee","Silvanio","Michael","J.","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law, until reaching the age of 70 years.","Sewell",6/13/2024 0:00:00
"S","3/18/2024","11:00 AM","Session","Advise and Consent","Silvera","Ian","M.","to be a Judge of the Superior Court","to succeed The Honorable Mark T. Janeczko, following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Teaneck",3/18/2024 0:00:00
"S","1/25/2024","12:00 PM","Quorum","Referred To Committee","Silvera","Ian","M.","to be a Judge of the Superior Court","to succeed The Honorable Mark T. Janeczko, following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Teaneck",1/25/2024 0:00:00
"S","3/7/2024","12:00 PM","Quorum","Reported From Committee","Silvera","Ian","M.","to be a Judge of the Superior Court","to succeed The Honorable Mark T. Janeczko, following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Teaneck",3/7/2024 0:00:00
"SJU","3/7/2024","10:00 AM","Meeting","Interviewed","Silvera","Ian","M.","to be a Judge of the Superior Court","to succeed The Honorable Mark T. Janeczko, following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Teaneck",2/29/2024 0:00:00
"SJU","6/30/2025","10:30 AM","Meeting","Interviewed","Simeone","Annmarie"," ","to be a Judge of the Superior Court","to succeed the Honorable John A. Jorgensen, II., J.S.C., following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Woodbridge",6/27/2025 0:00:00
"S","6/30/2025","11:00 AM","Session","Reported From Committee","Simeone","Annmarie"," ","to be a Judge of the Superior Court","to succeed the Honorable John A. Jorgensen, II., J.S.C., following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Woodbridge",6/30/2025 0:00:00
"S","6/12/2025","12:00 PM","Quorum","Referred To Committee","Simeone","Annmarie"," ","to be a Judge of the Superior Court","to succeed the Honorable John A. Jorgensen, II., J.S.C., following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Woodbridge",6/12/2025 0:00:00
"S","6/30/2025","11:00 AM","Session","Advise and Consent","Simeone","Annmarie"," ","to be a Judge of the Superior Court","to succeed the Honorable John A. Jorgensen, II., J.S.C., following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Woodbridge",6/30/2025 0:00:00
"S","12/11/2025","12:00 AM","Quorum","Referred To Committee","Singer","Barbara","A.","to be an Administrative Law Judge","for the term prescribed by law.","Holmdel",12/11/2025 0:00:00
"SJU","1/8/2026","10:00 AM","Meeting","Interviewed","Singer","Barbara","A.","to be an Administrative Law Judge","for the term prescribed by law.","Holmdel",1/6/2026 0:00:00
"S","1/12/2026","12:00 PM","Session","Advise and Consent","Singer","Barbara","A.","to be an Administrative Law Judge","for the term prescribed by law.","Holmdel",1/12/2026 0:00:00
