"CommHouse","Date","Time","Type","Location","Comments","RevDate","Status","ModDate"
"SBAB","5/15/2025","10:30 AM","Hearing","Committee Room 4, 1st Floor, State House Annex, Trenton, New Jersey.","Hearing on the FY 2026 Budget:  Revenue Update (Office of Legislative Services)",,"Scheduled",3/17/2025 16:35:00
"SBAB","5/15/2025","11:00 AM","Hearing","Committee Room 4, 1st Floor, State House Annex, Trenton, New Jersey.","Hearing on the FY 2026 Budget: Revenue Update (State Treasurer)
Department of the Treasury and Interdepartmental Accounts
",,"Scheduled",5/29/2025 12:50:00
"SBAB","5/2/2024","10:30 AM","Hearing","Committee Room 4, 1st Floor, State House Annex, Trenton, New Jersey.","Hearing on the FY 2025 Budget:  Department of Law and Public Safety",,"Canceled",6/19/2024 16:09:00
"SBAB","5/6/2025","01:00 PM","Hearing","Committee Room 4, 1st Floor, State House Annex, Trenton, New Jersey.","Hearing on the FY 2026 Budget:  Department of Labor and Workforce Development",,"Scheduled",3/17/2025 16:34:00
"SBAB","5/6/2025","10:00 AM","Hearing","Committee Room 4, 1st Floor, State House Annex, Trenton, New Jersey.","Hearing on the FY 2026 Budget:  Department of Human Services",,"Scheduled",3/17/2025 16:33:00
"SBAB","5/7/2024","01:30 PM","Hearing","Committee Room 4, 1st Floor, State House Annex, Trenton, New Jersey.","Hearing on the FY 2025 Budget:  Department of Children and Families",,"Scheduled",3/7/2024 17:06:00
"SBAB","5/7/2024","03:00 PM","Hearing","Committee Room 4, 1st Floor, State House Annex, Trenton, New Jersey.","Hearing on the FY 2025 Budget:  Department of Environmental Protection/Department of Agriculture",,"Scheduled",4/9/2024 16:58:00
"SBAB","5/7/2024","10:30 AM","Hearing","Committee Room 4, 1st Floor, State House Annex, Trenton, New Jersey.","Hearing on the FY 2025 Budget:  Department of Human Services",,"Scheduled",3/7/2024 17:06:00
"SBAB","5/8/2025","01:00 PM","Hearing","Committee Room 4, 1st Floor, State House Annex, Trenton, New Jersey.","Hearing on the FY 2026 Budget:  Department of Military and Veterans' Affairs",,"Scheduled",3/17/2025 16:34:00
"SBAB","5/8/2025","10:00 AM","Hearing","Committee Room 4, 1st Floor, State House Annex, Trenton, New Jersey.","Hearing on the FY 2026 Budget: Department of Transportation/New Jersey Transit/Motor Vehicle Commission",,"Scheduled",3/17/2025 16:34:00
"SBAB","5/9/2024","01:00 PM","Hearing","Committee Room 4, 1st Floor, State House Annex, Trenton, New Jersey.","Hearing on the FY 2025 Budget:  Higher Educational Services",,"Scheduled",5/2/2024 11:15:00
"SCM","10/10/2024","10:00 AM","Meeting","Committee Room 1, First Floor, State House Annex, Trenton, New Jersey","*Revised 10/9/24 - Location changed to Committee Room 1",10/9/2024 0:00:00,"Scheduled",10/9/2024 12:01:00
"SCM","11/17/2025","10:00 AM","Meeting","Committee Room 6, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",11/10/2025 18:13:00
"SCM","12/11/2025","12:00 AM","Meeting",,,,"Not Meeting",12/5/2025 17:06:00
"SCM","12/12/2024","10:00 AM","Meeting","Committee Room 6, First Floor, State House Annex, Trenton, New Jersey","Revised 12/10/24 - Time changed to 10:00 AM; S1138 & A3667 added",,"Scheduled",12/10/2024 16:37:00
"SCM","2/10/2025","10:30 AM","Meeting","Committee Room 6, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",2/7/2025 17:11:00
"SCM","2/5/2024","01:00 PM","Meeting","Committee Room 6, First Floor, State House Annex, Trenton, New Jersey","S1390 removed",2/1/2024 0:00:00,"Scheduled",2/1/2024 13:10:00
"SCM","3/24/2025","10:00 AM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",3/17/2025 17:05:00
"SCM","3/4/2024","02:00 PM","Meeting",,,,"Not Meeting",2/27/2024 14:42:00
"SCM","5/13/2024","01:00 PM","Meeting","Committee Room 6, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",5/7/2024 17:33:00
"SCM","5/22/2025","10:30 AM","Meeting","Committee Room 6, 1st Floor, State House Annex, Trenton, NJ","*Revised 5/20/25 - S4457 and S4499 added.  S2285 removed.",5/20/2025 0:00:00,"Scheduled",5/20/2025 16:10:00
"SCM","6/10/2024","01:00 PM","Meeting","Committee Room 6, First Floor, State House Annex, Trenton, NJ","Revised 6/5/24 - S3223 added for discussion only
Revised 6/7/24 - SJR122 added",6/7/2024 0:00:00,"Scheduled",6/7/2024 13:46:00
"SCM","6/12/2025","10:00 AM","Meeting","Committee Room 6, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",6/9/2025 12:32:00
"SCM","6/23/2025","10:00 AM","Meeting","Committee Room 6, 1st Floor, State House Annex, Trenton, NJ","The committee will receive testimony from invited guests on the current state of pharmacy benefits managers in New Jersey.",,"Scheduled",6/13/2025 12:35:00
"SCU","1/25/2024","10:00 AM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",1/18/2024 16:31:00
"SCU","1/30/2025","10:00 AM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ","*Revised 1/28/25 - S1408 and S3788 removed.",1/28/2025 0:00:00,"Scheduled",1/28/2025 15:59:00
"SCU","11/10/2025","10:00 AM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ","The following bill is pending intro and referral: S4832 (Scutari) Authorizes establishment of municipal homelessness trust funds and adoption of homeless housing plans by municipalities.",,"Scheduled",10/31/2025 17:04:00
"SCU","12/4/2025","11:00 AM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",11/28/2025 17:00:00
"SCU","12/5/2024","10:00 AM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",11/26/2024 17:00:00
"SCU","2/15/2024","10:00 AM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",2/8/2024 16:32:00
"SCU","3/17/2025","10:00 AM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ","*Revised 3/11/25 - S3913/A4973 added.
**Revised 3/13/25 - S3913/A4973 removed. S3481 added.",,"Scheduled",3/13/2025 16:09:00
"SCU","5/12/2025","10:00 AM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ","The following bills are pending intro & referral: S4378 (Singleton) Authorizes local governments to provide voluntary contributions to certain nonprofit veterans' organizations.;",,"Scheduled",5/6/2025 17:00:00
"SCU","5/6/2024","10:00 AM","Meeting","Committee Room 1, 1st Floor, State House Annex, NJ","The following bill is pending intro and referral: S3155 (Greenstein) Authorizes HMFA to issue tax credits for certain purposes.
*Revised 5/2/24 - S1414 removed, S2820 added.",5/2/2024 0:00:00,"Scheduled",5/2/2024 12:39:00
"SCU","6/17/2024","11:00 AM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ","*Revised 6/11/24 - Time changed to 11:00AM.",6/11/2024 0:00:00,"Scheduled",6/11/2024 15:08:00
"SCU","6/3/2024","12:00 AM","Meeting",,,,"Not Meeting",5/24/2024 10:30:00
"SCU","6/5/2025","10:00 AM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",5/29/2025 17:05:00
"SCU","9/30/2024","10:00 AM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",9/26/2024 17:14:00
"SED","1/25/2024","11:00 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",2/20/2024 12:01:00
"SED","1/30/2025","10:00 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","The committee will meet to receive testimony from invited guests regarding chronic absenteeism in New Jersey schools.  The committee will also accept written testimony from members of the public.",1/29/2025 0:00:00,"Scheduled",1/29/2025 16:32:00
"SED","11/10/2025","10:00 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","S4809 (Ruiz) - (pending intro and referral) Revises certain membership requirements of Commission on Latino and Hispanic Heritage.
*Revised 11/5/25 - S4678 added.",11/5/2025 0:00:00,"Scheduled",11/5/2025 17:02:00
"SED","12/16/2024","01:00 PM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","The committee will receive testimony from invited speakers regarding the Charter School Program Act of 1995.",,"Scheduled",12/10/2024 11:15:00
"SED","12/4/2025","10:00 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","*Revised 12/2/25 - S4679 added.",12/2/2025 0:00:00,"Scheduled",12/2/2025 17:10:00
"SED","12/5/2024","01:00 PM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","*Revised - 12/2/24 - Please note time change.
** Revised - 12/4/24 - S3695 was removed from discussion only and will now be considered.",12/4/2024 0:00:00,"Scheduled",12/4/2024 12:08:00
"SED","2/15/2024","11:00 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","*S1559 For Discussion Only has been removed.",2/14/2024 0:00:00,"Scheduled",2/14/2024 17:03:00
"SED","2/5/2024","11:00 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","The Senate and Assembly Education Committees will take testimony from invited guests on virtual or remote instruction in grades kindergarten through 12.  The committees will also accept written testimony from members of the public.",,"Scheduled",1/31/2024 16:45:00
"SED","3/14/2024","11:00 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","The committee will meet to receive testimony from invited guests regarding the school funding formula.  The committee will also accept written testimony from members of the public.",,"Scheduled",3/7/2024 16:06:00
"SED","3/17/2025","10:00 AM","Meeting","Committee Room 6, 1st Floor, State House Annex, Trenton, NJ","S-4223 (Lagana) - (pending referral)
*S3118 was added to the agenda.",3/14/2025 0:00:00,"Scheduled",3/14/2025 15:29:00
"SED","5/12/2025","11:00 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","S4375 Ruiz (pending intro and referral).
*S4051 - removed.",5/8/2025 0:00:00,"Scheduled",5/8/2025 17:04:00
"SED","5/6/2024","11:00 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","S3156 (Gopal) - (pending intro and referral) Permits boards of education to lease certain school property to federally qualified health centers without bidding.
A4059 (Lampitt/Stanley/Katz) - (pending referral).",,"Scheduled",4/29/2024 17:07:00
"SED","6/20/2024","11:00 AM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",6/13/2024 16:06:00
"SED","6/3/2024","11:00 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","The committee will receive testimony from invited speakers regarding preschool mixed-delivery systems.",,"Scheduled",5/24/2024 11:01:00
"SED","6/5/2025","11:00 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",6/2/2025 17:01:00
"SED","9/30/2024","09:30 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","*A4148 (Lampitt/Conaway/Speight) (pending referral) was added to the agenda.",9/27/2024 0:00:00,"Scheduled",10/7/2024 14:06:00
"SEG","10/10/2024","10:30 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",10/8/2024 15:44:00
"SEG","11/17/2025","12:00 AM","Meeting",,,,"Not Meeting",11/10/2025 17:00:00
"SEG","12/11/2025","10:30 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",12/9/2025 11:15:00
"SEG","12/12/2024","10:30 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",12/10/2024 9:38:00
"SEG","2/10/2025","10:30 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",2/3/2025 17:41:00
"SEG","2/5/2024","12:00 AM","Meeting",,,,"Not Meeting",1/30/2024 13:23:00
"SEG","3/4/2024","10:30 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","The Committee will first receive testimony from invited guests representing chambers of commerce within the State. Immediately following this testimony, the Committee will consider the bill(s) listed in this notice.",,"Scheduled",2/26/2024 16:20:00
"SEG","5/13/2024","12:00 AM","Meeting",,,,"Not Meeting",5/8/2024 15:50:00
"SEG","5/16/2024","10:30 AM","Meeting","Committee Room 6, 1st Floor, State House Annex, Trenton, NJ","*Revised 5/10/24 - Note room change to Committee Room 6.",5/10/2024 0:00:00,"Scheduled",5/10/2024 12:04:00
"SEG","5/22/2025","10:30 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",5/15/2025 16:35:00
"SEG","6/10/2024","10:30 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","*Revised 6/5/24 - S3303/A4046 (1R) added for consideration. 

",6/5/2024 0:00:00,"Scheduled",6/5/2024 17:29:00
"SEG","6/12/2025","10:30 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",6/10/2025 11:04:00
"SEN","1/13/2025","11:00 AM","Meeting","Committee Room 6, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",1/8/2025 17:00:00
"SEN","10/10/2024","10:00 AM","Meeting","Committee Room 6, 1st Floor, State House Annex, Trenton, NJ","*Revised 10/9/24 - Room changed to Committee Room 6",10/9/2024 0:00:00,"Scheduled",10/9/2024 12:07:00
"SEN","11/17/2025","12:00 AM","Meeting",,,,"Not Meeting",11/10/2025 17:00:00
"SEN","12/1/2025","01:00 PM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",11/24/2025 17:00:00
"SEN","12/11/2025","10:00 AM","Meeting","Committee Room 6, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",12/9/2025 11:00:00
"SEN","12/12/2024","10:00 AM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ","*Revised - 12/11/24 Room change to Committee Room 1.",12/11/2024 0:00:00,"Scheduled",12/11/2024 14:54:00
"SEN","2/10/2025","10:00 AM","Meeting","Committee Room 10, 3rd Floor, State House Annex, Trenton, NJ",,,"Scheduled",2/3/2025 17:01:00
"SEN","2/5/2024","10:00 AM","Meeting","Committee Room 6, 1st Floor, State House Annex, Trenton, NJ","Revised 2/1/24 - S245 and SCR43 removed
 

	",2/1/2024 0:00:00,"Scheduled",2/1/2024 16:59:00
"SEN","3/11/2024","10:00 AM","Joint","Committee Room 6, 1st Floor, State House Annex, Trenton, NJ","The Senate Environment and Energy Committee and the Assembly Telecommunications and Utilities Committee will meet jointly on Monday, March 11, 2024 at 10:00 AM in Committee Room 6, 1st Floor, State House Annex, Trenton, New Jersey.",,"Scheduled",3/7/2024 16:05:00
"SEN","3/14/2024","10:00 AM","Meeting","Committee Room 10, 3rd Floor, State House Annex, Trenton, NJ",,,"Scheduled",3/12/2024 16:12:00
"SEN","3/17/2025","01:00 PM","Meeting","Committee Room 10, 3rd Floor, State House Annex, Trenton, NJ","*Revised- 3/12/25 S1991 has been added",3/12/2025 0:00:00,"Scheduled",3/12/2025 16:17:00
"SEN","3/4/2024","10:00 AM","Meeting","Committee Room 6, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",2/26/2024 16:21:00
"SEN","3/7/2024","01:00 PM","Meeting","Committee Room 6, 1st Floor, State House Annex, Trenton, NJ","The committee will take testimony from invited speakers on the ways in which the insurance industry is adapting to account for increased risks associated with current and anticipated climate change impacts.",,"Scheduled",2/29/2024 16:34:00
"SEN","4/22/2024","10:00 AM","Joint","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","The Senate Environment and Energy Committee and the Assembly Environment, Natural Resources, and Solid Waste Committee will meet jointly on Monday, April 22, 2024 at 10:00 AM in Committee Room 4, 1st Floor, State House Annex, Trenton, New Jersey.",,"Scheduled",4/15/2024 17:17:00
"SEN","4/23/2025","10:00 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","The Senate Environment and Energy Committee and the Assembly Environment, Natural Resources, and Solid Waste Committee will meet jointly on Wednesday, April 23, 2025 at 10:00 AM in Committee Room 4, 1st Floor, State House Annex, Trenton, New Jersey.",,"Scheduled",4/16/2025 17:00:00
"SEN","5/13/2024","02:00 PM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","Revised - 5/9/24 S3065 added and room changed to CR4",5/9/2024 0:00:00,"Scheduled",5/9/2024 16:49:00
"SEN","5/22/2025","10:00 AM","Meeting","Committee Room 10, 3rd Floor, State House Annex, Trenton, NJ",,5/20/2025 0:00:00,"Scheduled",5/20/2025 15:31:00
"SEN","6/10/2024","10:00 AM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ","*Revised 6/4/24 - Room changed to Committee Room 1.",6/4/2024 0:00:00,"Scheduled",6/4/2024 16:33:00
"SEN","6/12/2025","10:00 AM","Meeting","Committee Room 10, 3rd Floor, State House Annex, Trenton, NJ","The committee will receive testimony from the Commissioner of Environmental Protection concerning the Jones Road Fire.",,"Scheduled",6/10/2025 11:00:00
"SEN","6/20/2024","10:00 AM","Meeting","Committee Room 6, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",6/13/2024 16:01:00
"SEN","8/1/2024","10:00 AM","Meeting","LMH Room, Toms River Municipal Complex, 33 Washington Street, Toms River, New Jersey","The Senate Environment and Energy Committee and the Assembly Environment, Natural Resources, and Solid Waste Committee will meet jointly on Thursday, August 1, 2024 at 10:00 AM in the LMH Room, Toms River Municipal Complex, 33 Washington Street, Toms",,"Scheduled",7/26/2024 13:06:00
"SEN","8/14/2025","10:00 AM","Meeting","Municipal Court Room, Point Pleasant Borough Municipal Building, 2233 Bridge Avenue, Point Pleasant, New Jersey.","Public Utilities in exploring energy technologies.

*Revised 8/13/25 - Location change to Municipal Court Room, Point Pleasant Borough Municipal Building, 2233 Bridge Avenue, Point Pleasant, New Jersey.",8/13/2025 0:00:00,"Scheduled",8/13/2025 13:03:00
"SHH","1/29/2024","01:00 PM","Meeting","Committee Room 6, First Floor, State House Annex, Trenton, NJ","The Senate Health, Human Services and Senior Citizens Committee will hear testimony from invited speakers only on Senate Bill, No. 1493.",,"Scheduled",1/24/2024 16:36:00
"SHH","10/28/2024","11:00 AM","Meeting","Committee Room 6, First Floor, State House Annex, Trenton NJ",,,"Scheduled",10/23/2024 17:16:00
"SHH","10/7/2024","01:00 PM","Meeting","Committee Room 1, First floor, State House Annex, Trenton NJ","The committee will hear testimony from invited speakers on Senate Bill No. 3611 and concerning the mental health resources available to children and the service pathways used to access those resources.",10/4/2024 0:00:00,"Scheduled",10/4/2024 15:18:00
"SHH","11/13/2025","10:00 AM","Meeting","Committee Room 1, First Floor, State House Annex, Trenton, NJ","*Revised 11/7/25 - Time change to 10:00 A.M.
**Revised 11/12/25 - S2496 removed.",11/12/2025 0:00:00,"Scheduled",11/12/2025 17:03:00
"SHH","12/19/2024","11:00 AM","Meeting","Committee Room 4, First floor, State House Annex, Trenton NJ","*Revised 12/18/24- Committee Room changed from 1 to Committee Room 4.",12/18/2024 0:00:00,"Scheduled",12/19/2024 9:12:00
"SHH","12/8/2025","01:00 PM","Meeting","Committee Room 1, First Floor, State House Annex, Trenton, NJ",,,"Scheduled",12/3/2025 16:00:00
"SHH","12/9/2024","01:00 PM","Meeting","Committee Room 1, First floor, State House Annex, Trenton NJ",,,"Scheduled",12/3/2024 15:02:00
"SHH","2/22/2024","01:00 PM","Meeting","Committee Room 6, First Floor, State House Annex, Trenton, NJ",,,"Scheduled",2/16/2024 15:24:00
"SHH","2/3/2025","01:00 PM","Meeting","Committee Room 1, First floor, State House Annex, Trenton NJ","*Revised 2/3/25 A2804 added.

",2/3/2025 0:00:00,"Scheduled",2/3/2025 12:53:00
"SHH","3/14/2024","01:00 PM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ","*Revised 3/8/24 - S2192 removed
*Revised 3/14/24 - Meeting moved to Committee Room 1",3/14/2024 0:00:00,"Scheduled",3/14/2024 12:58:00
"SHH","3/3/2025","01:00 PM","Meeting","Committee Room 6 First Floor, State House Annex, Trenton NJ","SR126 Singleton (Pending intro and referral) Condemns U.S. House of Representatives for passage of budget resolution cutting $1.5 trillion from federal budget and urges U.S. Senate to reject House resolution.",3/3/2025 0:00:00,"Scheduled",3/3/2025 12:49:00
"SHH","5/19/2025","10:00 AM","Meeting","Committee Room 1, First Floor, State House Annex, Trenton NJ","*Revised 5/16/25 - S3538 added for discussion only.",5/16/2025 0:00:00,"Scheduled",5/16/2025 13:19:00
"SHH","5/9/2024","12:30 PM","Meeting","Committee Room 1, First Floor, State House Annex, Trenton, NJ","*Revised 5/8/24 - S2330 removed",5/8/2024 0:00:00,"Scheduled",5/8/2024 11:46:00
"SHH","6/20/2024","10:00 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ.",,,"Scheduled",6/13/2024 16:00:00
"SHH","6/6/2024","01:00 PM","Meeting","Committee Room 1, First Floor, State House Annex, Trenton, NJ",,,"Scheduled",5/30/2024 16:31:00
"SHH","6/9/2025","10:00 AM","Meeting","Committee Room 1, First Floor, State House Annex, Trenton NJ",,,"Scheduled",6/2/2025 16:58:00
"SHI","10/10/2024","01:00 PM","Meeting","Committee Room 1, First Floor, State House Annex, Trenton, NJ","The committee will receive testimony from invited guests on degree-granting proprietary institutions and their role in the State's system of higher education. 

",,"Scheduled",10/7/2024 16:48:00
"SHI","11/17/2025","11:00 AM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ","The committee will meet to receive testimony from invited guests on how the State's institutions of higher education are meeting student needs.",11/14/2025 0:00:00,"Scheduled",11/14/2025 12:58:00
"SHI","12/11/2025","12:00 AM","Meeting",,,,"Not Meeting",12/5/2025 17:00:00
"SHI","12/12/2024","12:00 AM","Meeting",,,,"Not Meeting",12/11/2024 12:02:00
"SHI","12/15/2025","10:30 AM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ","The committee will meet to receive testimony from invited guests on the education of the nursing workforce in the State and the health care education partnership between Rowan University and Fairleigh Dickinson University.
",12/11/2025 0:00:00,"Scheduled",12/11/2025 10:13:00
"SHI","2/10/2025","01:00 PM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ","* Revised 2/5/25 - Time changed from 10:00 AM to 1:00 PM. S780/A2801 (1R) has been added

",2/5/2025 0:00:00,"Scheduled",2/5/2025 10:35:00
"SHI","2/5/2024","10:00 AM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ","The Senate Higher Education Committee will meet to receive testimony from invited guests on the recent merger of Bloomfield College with Montclair State University pursuant to the provisions of P.L.2023, c.65.

",,"Scheduled",2/20/2024 11:55:00
"SHI","3/10/2025","01:00 PM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","The Senate and Assembly Higher Education Committees will hold a joint meeting to receive testimony from invited guests regarding the use of funding received from the United States Department of Education for higher education purposes.",,"Scheduled",3/3/2025 17:12:00
"SHI","3/4/2024","10:00 AM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ","The Senate Higher Education Committee will meet to receive testimony from invited guests on post-COVID-19 pandemic trends within the State's institutions of higher education.",,"Scheduled",5/21/2024 12:10:00
"SHI","5/13/2024","12:00 AM","Meeting",,,,"Not Meeting",5/21/2024 12:09:00
"SHI","5/22/2025","01:00 PM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ","The committee will receive testimony from invited guests to discuss the issue of deferred maintenance at the State's public institutions of higher education and possible options to address the issue.
*Revised 5/20/25 - A1715 (2R) and S4508 added.",5/20/2025 0:00:00,"Scheduled",5/20/2025 15:07:00
"SHI","6/10/2024","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ","The Senate Higher Education Committee and the Assembly Higher Education Committee will receive testimony from invited guests on the findings of New Jersey City University's Fiscal & Governance Monitoring Report and Accountability Plan recently",,"Scheduled",6/3/2024 16:54:00
"SHI","6/10/2024","12:00 PM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",8/21/2024 11:50:00
"SHI","6/12/2025","10:00 AM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ","The committee will receive testimony from invited guests on mergers and consolidations in the State's system of higher education.",,"Scheduled",6/6/2025 16:03:00
"SJU","1/12/2026","10:00 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","*Revised 1/10/2026 (Nominees added.) **Revised 1/11/2026  5:10 PM (Nominees added.) ***Revised 1/11/2026 8:00 PM (Nominees added.) ****Revised 1/12/2026 (Nominee added.)",1/10/2026 0:00:00,"Scheduled",1/12/2026 10:19:00
"SJU","1/8/2026","10:00 AM","Meeting","Committee Room 6, 1st Floor, State House Annex, Trenton, NJ","Revised 1/7/2026 *Nominees added. **S5036, S5037, and S5038 added. 2nd Revision 1/7/2026 6:30 PM ***S4871 added.",1/7/2026 0:00:00,"Scheduled",1/7/2026 18:42:00
"SJU","10/21/2024","12:00 AM","Meeting",,,,"Not Meeting",10/15/2024 16:56:00
"SJU","10/24/2024","01:00 PM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",10/18/2024 14:00:00
"SJU","10/28/2024","11:30 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","Revised 10/25/2024 at 7:15 PM (Meeting start time changed from 10:00 AM to 11:30 AM)",10/25/2024 0:00:00,"Scheduled",10/25/2024 19:18:00
"SJU","11/18/2024","10:00 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",11/14/2024 16:05:00
"SJU","12/1/2025","10:00 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","*Revised 11/28/2025. Nominees added.",11/28/2025 0:00:00,"Scheduled",11/28/2025 18:35:00
"SJU","12/15/2025","10:00 AM","Meeting","Committee Room 6, 1st Floor, State House Annex, Trenton, NJ","*Revised 12/12/25 2PM 
Nomination for John E. Mackay to be a member of the Hunterdon County Board of Taxation was removed.
2nd Revised 12/12/25 5:30PM
**Nominees added.  ***Nominees removed. ****S163 removed.
",12/12/2025 0:00:00,"Scheduled",12/12/2025 17:34:00
"SJU","12/16/2024","10:00 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","Revised 12/13/2024 *Nominees added.  **Jeffrey Nash removed. 
2nd Revised 12/13/24 7:00PM ***Nominee added. ****S3587 removed.",12/13/2024 0:00:00,"Scheduled",12/13/2024 19:03:00
"SJU","12/18/2025","10:30 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","Please note: In addition to the Thursday meeting, the Senate Judiciary Committee will meet again on Monday, December 22, 2025.  The meeting location, time, and agenda items will be announced in a separate committee notice.",12/17/2025 0:00:00,"Scheduled",12/17/2025 17:02:00
"SJU","12/22/2025","10:00 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","Revised 12/20/25 
*Nominees added.
**Arlene Quinones Perez , to be a member of the Montclair State University Board of Trustees was removed.
",12/20/2025 0:00:00,"Scheduled",12/21/2025 11:48:00
"SJU","2/13/2025","12:00 AM","Meeting",,,,"Not Meeting",2/11/2025 9:52:00
"SJU","2/20/2025","11:00 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","*S4144 (Scutari) (pending intro and referral) Clarifies installation of ignition interlock devices for certain DWI offenses. 
",2/18/2025 0:00:00,"Scheduled",2/18/2025 17:29:00
"SJU","2/25/2025","11:30 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ",,,"Scheduled",2/21/2025 10:28:00
